time(s),tempTec,tempMilieu,tempLaser,Amperage
0.0,24.0,24.0,24.0,0
1.0666666666666667,23.815926967570476,23.999128321492517,23.99999999997392,-0.6
2.1333333333333333,23.702518209933984,23.990655230717397,23.99999938086843,-0.6
3.1999999999999997,23.617583912543704,23.975732807720203,23.999975266966374,-0.6
4.266666666666667,23.54539201183367,23.957753824225534,23.999819243232213,-0.6
5.333333333333333,23.480181469532685,23.938091789174592,23.999348498314525,-0.6
6.3999999999999995,23.419468144467547,23.917299891218615,23.998374736319207,-0.6
7.466666666666667,23.36208589953956,23.89567395826585,23.996744753732614,-0.6
8.533333333333333,23.30742727134748,23.873417844736856,23.994350773493593,-0.6
9.6,23.255130495472,23.850689826023256,23.99112652251926,-0.6
10.666666666666666,23.204948162829144,23.82761727329087,23.987038847966467,-0.6
11.733333333333333,23.156691161110793,23.804303187957217,23.98207926453768,-0.6
12.799999999999999,23.11020401189402,23.780830573962184,23.976256930081377,-0.6
13.866666666666665,23.065353393758095,23.757266019349924,23.96959326654815,-0.6
14.933333333333334,23.022022287801832,23.73366274810245,23.962117992758476,-0.6
16.0,22.980106599052572,23.710063190194063,23.95386624475713,-0.6
17.066666666666666,22.93951293760697,23.686501106065858,23.94487649630606,-0.6
18.133333333333333,22.900157000400785,23.663003317026693,23.935189057945912,-0.6
19.2,22.861962307353107,23.63959110078653,23.924844993420603,-0.6
20.266666666666666,22.8248591753619,23.616281310076435,23.91388533874263,-0.6
21.333333333333332,22.78878386826073,23.593087266154075,23.902350542549378,-0.6
22.4,22.753677884827397,23.570019471165057,23.89028006969712,-0.6
23.466666666666665,22.719487358416686,23.547086175596736,23.877712126193405,-0.6
24.53333333333333,22.686162548098885,23.52429383018565,23.86468347483313,-0.6
25.599999999999998,22.653657405252726,23.50164744584308,23.851229318853555,-0.6
26.666666666666664,22.62192920254096,23.479150880411456,23.837383236620045,-0.6
27.73333333333333,22.59093821455148,23.45680706723035,23.82317715450174,-0.6
28.8,22.560647441309914,23.43461819742213,23.808641348161007,-0.6
29.866666666666667,22.53102236745671,23.412585865362615,23.793804464774997,-0.6
30.933333333333334,22.502030751191175,23.390711184858,23.778693560445813,-0.6
32.0,22.47364243816043,23.368994882005087,23.763334148382945,-0.6
33.06666666666666,22.44582919635267,23.347437369486247,23.747750254463806,-0.6
34.13333333333333,22.418564568770652,23.3260388060758,23.731964477568464,-0.6
35.199999999999996,22.39182374124498,23.304799144361954,23.71599805269826,-0.6
36.266666666666666,22.36558342321902,23.283718169073197,23.699870915365935,-0.6
37.33333333333333,22.339821739720044,23.262795527910008,23.683601766117274,-0.6
38.4,22.31451813304056,23.24203075639459,23.667208134334693,-0.6
