time(s),tempTec,tempMilieu,tempLaser,Amperage
0.0,24.0,24.0,24.0,0
1.0666666666666667,23.733867657599323,23.998739729334847,23.999999999962316,-0.9
2.1333333333333333,23.56990155175432,23.98648935530889,23.999999104861157,-0.9
3.1999999999999997,23.447103751249312,23.964914552448743,23.999964241040246,-0.9
4.266666666666667,23.342728876859855,23.938920581858554,23.999738662305013,-0.9
5.333333333333333,23.24844763347119,23.910493259423518,23.999058060448448,-0.9
6.3999999999999995,23.160668455819476,23.88043238394954,23.997650197724965,-0.9
7.466666666666667,23.07770534572491,23.8491656627066,23.99529357286732,-0.9
8.533333333333333,22.998680034079985,23.816987827919878,23.991832362062777,-0.9
9.6,22.92306948276757,23.784127713765503,23.987170747849312,-0.9
10.666666666666666,22.85051598833603,23.750769473165068,23.98126079792701,-0.9
11.733333333333333,22.78074613267042,23.71706202531745,23.974090244273302,-0.9
12.799999999999999,22.7135351254452,23.683125377116923,23.96567232728325,-0.9
13.866666666666665,22.64869021087467,23.649055801395722,23.956038018760935,-0.9
14.933333333333334,22.586042203316218,23.614930249257537,23.945230286104625,-0.9
16.0,22.525440602511672,23.580810065855957,23.933299928922402,-0.9
17.066666666666666,22.46675038556598,23.546744061954584,23.920302572485692,-0.9
18.133333333333333,22.40984966731403,23.512771015736497,23.90629649767602,-0.9
19.2,22.35462787304089,23.478921690462993,23.891341074354475,-0.9
20.266666666666666,22.300984255087258,23.445220451771647,23.87549563228805,-0.9
21.333333333333332,22.248826663858708,23.41168655950439,23.85881865201827,-0.9
22.4,22.19807051843057,23.378335197637757,23.84136719173832,-0.9
23.466666666666665,22.148637938538236,23.345178294706297,23.82319648960091,-0.9
24.53333333333333,22.100457008866577,23.31222517716921,23.804359697165495,-0.9
25.599999999999998,22.05346115243101,23.279483089789828,23.784907711186843,-0.9
26.666666666666664,22.00758859415131,23.246957610227362,23.76488907918387,-0.9
27.73333333333333,21.962781899123318,23.214652979497014,23.74434996022343,-0.9
28.8,21.918987572874062,23.18257236551816,23.723334126784476,-0.9
